Wed Feb 18 22:19:45 1970 | INFO  | loadConfig                               | Config loaded
Wed Feb 18 22:21:07 1970 | INFO  | loadSections                             | Setting logo, background and system
Wed Feb 18 22:21:07 1970 | INFO  | loadSections                             | Loading system logo
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Loading system background
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Loading system picture
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Set
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Out
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Out 1
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Out2
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Out 3
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Out 4
Wed Feb 18 22:21:08 1970 | INFO  | initializeFonts                          | Fonts initialized
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Out 5
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Out 6
Wed Feb 18 22:21:08 1970 | INFO  | loadSections                             | Out 7
Wed Feb 18 22:21:08 1970 | INFO  | initialSetup2                            | Loading favorites
Wed Feb 18 22:21:08 1970 | INFO  | loadFavorites                            | Loaded favorites
Wed Feb 18 22:21:08 1970 | INFO  | initSuspendTimer                         | Suspend timer initialized
Wed Feb 18 22:21:08 1970 | INFO  | determineStartingScreen                  | Loading game list
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | APPS
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | Should we skip this?
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | No, loading game list
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | Scanning directory
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | Processing files
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | All files loaded
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | Scanning directory
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | Processing files
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | All files loaded
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | Scanning directory
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | Processing files
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | STOLEN FILE!!!
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE title
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | Sound Mixer
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE exec
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | /usr/bin/alsamixer
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE isConsoleApp
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | true
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | FINAL NAME
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | /usr/bin/alsamixer
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | STOLEN FILE!!!
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE title
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | GCWConnect
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE exec
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | /usr/bin/gcwconnect
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | FINAL NAME
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | /usr/bin/gcwconnect
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | STOLEN FILE!!!
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE title
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | Password
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE exec
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | /usr/bin/sudo
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE params
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | -S od-passwd-config od
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | FINAL NAME
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | /usr/bin/sudo -S od-passwd-config od
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | STOLEN FILE!!!
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE title
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | Clock
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE exec
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | /usr/bin/pyclock
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | FINAL NAME
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | /usr/bin/pyclock
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | STOLEN FILE!!!
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE title
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | Retroarch
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE exec
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | /media/data/local/bin/retroarch_rg350_odbeta
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | FINAL NAME
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | /media/data/local/bin/retroarch_rg350_odbeta
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | STOLEN FILE!!!
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE title
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | System Info
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE exec
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | /usr/bin/dialog
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE params
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | --ok-label "Press START to exit" --no-shadow --msgbox "`/usr/bin/system_info`" 240 320
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE isConsoleApp
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | true
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | FINAL NAME
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | /usr/bin/dialog --ok-label "Press START to exit" --no-shadow --msgbox "`/usr/bin/system_info`" 240 320
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | STOLEN FILE!!!
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE title
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | Terminal
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE exec
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | /bin/busybox
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE params
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | sh -c 'clear; echo "The graphic mode is now disabled."; echo ""; echo "This is only useful for developers who want to test their graphical apps from telnet."; echo ""; echo "(Press START to exit to the launcher)"; read'
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE isConsoleApp
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | true
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | FINAL NAME
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | /bin/busybox sh -c 'clear; echo "The graphic mode is now disabled."; echo ""; echo "This is only useful for developers who want to test their graphical apps from telnet."; echo ""; echo "(Press START to exit to the launcher)"; read'
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | STOLEN FILE!!!
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE title
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | USB Mode
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE exec
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | HAD ENTER
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | /usr/bin/usb-chooser
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | STOLEN FILE isConsoleApp
Wed Feb 18 22:21:08 1970 | INFO  | fillUpStolenGMenuFile                    | true
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | FINAL NAME
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | /usr/bin/usb-chooser
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | All files loaded
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | The list needs to be sorted
Wed Feb 18 22:21:08 1970 | INFO  | loadGameList                             | Finished
Wed Feb 18 22:21:08 1970 | INFO  | determineStartingScreen                  | Found starting screen
Wed Feb 18 22:21:08 1970 | INFO  | main                                     | Checking launch at boot
Wed Feb 18 22:21:08 1970 | INFO  | updateScreen                             | Menu mode
Wed Feb 18 22:21:08 1970 | INFO  | drawGameList                             | Game list - Done
Wed Feb 18 22:21:08 1970 | INFO  | displayGamePictureInMenu                 | Displaying...
Wed Feb 18 22:21:08 1970 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Wed Feb 18 22:21:08 1970 | INFO  | setupDecorations                         | Decorations set
Wed Feb 18 22:21:09 1970 | INFO  | updateScreen                             | Menu mode
Wed Feb 18 22:21:09 1970 | INFO  | drawGameList                             | Game list - Done
Wed Feb 18 22:21:09 1970 | INFO  | displayGamePictureInMenu                 | Displaying...
Wed Feb 18 22:21:09 1970 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Wed Feb 18 22:21:09 1970 | INFO  | setupDecorations                         | Decorations set
Wed Feb 18 22:21:09 1970 | INFO  | drawSettingsScreen                       | Setting options and values
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | Full screen menu option
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | Fullscreen menu 
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | Default option
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | Default launcher  
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | Full screen menu hint
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | DISPLAY A TRANSLUCENT MENU
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | Default option hint
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | LAUNCH AFTER BOOTING
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | Full screen menu is...
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | enabled
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | Default option value
Wed Feb 18 22:21:09 1970 | INFO  | setOptionsAndValues                      | no
Wed Feb 18 22:21:09 1970 | INFO  | drawSettingsScreen                       | Drawing shit
Wed Feb 18 22:21:09 1970 | INFO  | drawRectangleToScreen                    | 640 - 436 - 0 - 44 - {250,250,250}
Wed Feb 18 22:21:09 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:09 1970 | INFO  | drawRectangleToScreen                    | 640 - 84 - 0 - 0 - {37,50,56}
Wed Feb 18 22:21:09 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:09 1970 | INFO  | drawRectangleToScreen                    | 640 - 8 - 0 - 84 - {121,121,121}
Wed Feb 18 22:21:09 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:09 1970 | INFO  | drawSettingsScreen                       | Positioning batt 1
Wed Feb 18 22:21:09 1970 | INFO  | drawRectangleToScreen                    | 640 - 8 - 0 - 84 - {80,80,255}
Wed Feb 18 22:21:09 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:09 1970 | INFO  | drawSettingsScreen                       | Defining number of items
Wed Feb 18 22:21:09 1970 | INFO  | drawSettingsScreen                       | About to go through items
Wed Feb 18 22:21:09 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:09 1970 | INFO  | drawSettingsScreen                       | Chosen setting
Wed Feb 18 22:21:09 1970 | INFO  | drawSettingsScreen                       | Session 
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | quit
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 38 - 0 - 92 - {225,225,225}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 130 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Theme 
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | BigCody
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 168 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Screen timeout 
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | always on
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 206 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Tidy rom names 
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | enabled
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 244 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Fullscreen rom names 
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | enabled
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 282 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Fullscreen menu 
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | enabled
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 320 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Default launcher  
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | no
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 358 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | HDMI
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       |  
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 396 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Help
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       |  
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 434 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Out of the loop
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 44 - 0 - 436 - {37,50,56}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing Footer
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Freeign options
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Freeign values
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Freeign hints
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Settings drawn
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Setting options and values
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | Full screen menu option
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | Fullscreen menu 
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | Default option
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | Default launcher  
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | Full screen menu hint
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | DISPLAY A TRANSLUCENT MENU
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | Default option hint
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | LAUNCH AFTER BOOTING
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | Full screen menu is...
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | enabled
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | Default option value
Wed Feb 18 22:21:10 1970 | INFO  | setOptionsAndValues                      | no
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing shit
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 436 - 0 - 44 - {250,250,250}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 84 - 0 - 0 - {37,50,56}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 8 - 0 - 84 - {121,121,121}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Positioning batt 1
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 8 - 0 - 84 - {80,80,255}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Defining number of items
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | About to go through items
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Chosen setting
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Session 
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | quit
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 38 - 0 - 92 - {225,225,225}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 130 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Theme 
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | BigCody
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Drawing rect
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 168 - {229,229,229}
Wed Feb 18 22:21:10 1970 | INFO  | drawRectangleToScreen                    | Filling
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 1
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Next line 2
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | ---
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | one item
Wed Feb 18 22:21:10 1970 | INFO  | drawSettingsScreen                       | Non-Chosen setting
